,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,id_geography,id_gender,previsoes
1136,476.0,40.0,4.0,0.0,2.0,0.0,0.0,182547.04,0.0,0.0,1
1139,666.0,45.0,6.000000000000001,106521.17152478031,1.0,0.0,0.0,157670.20782417638,1.0,0.0,1
1140,721.0,37.0,8.0,0.0,1.0,0.0,0.0,3875.898586870853,0.0,0.0,1
1141,567.0,47.0,2.0,0.0,1.0,0.0,0.0,110900.43,0.0,0.0,1
1142,553.0,48.0,3.0000000000000004,0.0,1.0,0.0,1.0,30730.950000000004,1.0,0.0,1
1143,741.0,52.0,1.0,171236.3,2.0,0.0,0.0,21834.4,0.0,1.0,1
1144,674.0,38.0,8.0,184959.21514351378,2.0,0.0,0.0,185416.41102309673,1.0,0.0,1
1146,598.0,38.0,1.0,101487.18,1.0,1.0,1.0,75959.1,2.0,1.0,1
1147,757.0,44.0,4.0,0.0,1.0,0.0,0.0,121885.78541083114,0.0,1.0,1
1153,555.0,46.0,4.0,120392.99,1.0,1.0,0.0,177719.88,2.0,0.0,1
1157,650.0,43.0,6.000000000000001,142437.88385144732,3.0,1.0,0.0,189357.65788272116,2.0,1.0,1
1159,626.0,44.0,4.0,124601.49945242239,1.0,1.0,0.0,92741.21231909856,1.0,0.0,1
1167,723.0,30.0,1.0,0.0,3.0,1.0,0.0,164647.72,1.0,1.0,1
1168,764.0,68.0,8.0,110857.2599615329,1.0,1.0,0.0,22569.847810943094,0.0,0.0,1
1170,648.0,39.0,3.0000000000000004,0.0,1.0,0.0,1.0,52648.73803251419,0.0,1.0,1
1176,678.0,60.0,10.0,117738.81,1.0,1.0,0.0,147489.76,0.0,0.0,1
1185,810.0,39.0,6.000000000000001,98107.19190022381,1.0,0.0,0.0,25735.842808315756,2.0,0.0,1
1188,752.0,44.0,6.000000000000001,83870.33,1.0,1.0,0.0,178722.24,1.0,1.0,1
1191,677.0,29.0,3.0000000000000004,86616.35,1.0,0.0,0.0,91903.9,0.0,0.0,1
1192,673.0,34.0,1.0,127122.79000000001,3.0,0.0,1.0,76703.1,2.0,0.0,1
1195,627.0,46.0,5.0,123487.46194996037,1.0,1.0,0.0,49489.373321981126,2.0,0.0,1
1196,649.0,51.0,6.000000000000001,0.0,1.0,1.0,0.0,191527.7429841194,0.0,0.0,1
1197,682.0,39.0,6.000000000000001,0.0,1.0,0.0,1.0,152876.54111437887,0.0,1.0,1
1198,631.0,48.0,3.0000000000000004,45533.130655263696,1.0,0.0,0.0,61398.70201501592,0.0,0.0,1
1202,507.0,47.0,4.0,0.0,1.0,0.0,0.0,160620.75077500835,0.0,0.0,1
1204,624.0,51.0,3.0000000000000004,124624.40685881519,1.0,0.0,0.0,92174.81556416483,0.0,0.0,1
1207,684.0,60.0,2.0,116563.57999999999,1.0,1.0,0.0,120257.7,0.0,1.0,1
1208,534.0,41.0,0.0,119173.98830413281,1.0,0.0,0.0,122289.21614486795,2.0,1.0,1
1210,735.0,43.0,9.0,98807.45,1.0,0.0,0.0,184570.04,2.0,0.0,1
1212,539.0,39.0,6.000000000000001,62052.28,1.0,0.0,1.0,59755.14000000001,1.0,0.0,1
1213,624.0,48.0,3.0000000000000004,122388.38,2.0,0.0,0.0,30020.09,2.0,0.0,1
1214,758.0,34.0,2.0,0.0,1.0,1.0,0.0,134932.13377593903,0.0,0.0,1
1215,732.0,55.0,4.0,98837.08880508968,1.0,1.0,0.0,84997.43853936867,1.0,0.0,1
1216,432.0,42.0,9.0,152603.45,1.0,1.0,0.0,110265.23999999999,0.0,1.0,1
1217,523.0,50.0,0.0,130403.1474393008,1.0,1.0,0.0,37574.255733172846,2.0,0.0,1
1218,682.0,46.0,2.0,0.0,1.0,1.0,1.0,114442.66,0.0,0.0,1
1219,570.0,46.0,2.0,121930.34454962613,1.0,0.0,0.0,179242.58964096138,0.0,0.0,1
1220,653.0,60.0,2.0,120731.39,4.0,1.0,1.0,138160.11,0.0,0.0,1
1225,706.0,42.0,5.0,96828.39663466188,1.0,0.0,0.0,141290.60744730348,1.0,0.0,1
1226,643.0,37.0,3.0000000000000004,0.0,1.0,1.0,0.0,140657.7937244708,0.0,0.0,1
1227,706.0,33.0,5.0,154537.15786135758,1.0,0.0,0.0,134559.69160123248,1.0,0.0,1
1228,828.0,44.0,5.0,104065.3181138523,1.0,0.0,0.0,59961.017307992406,1.0,0.0,1
1229,453.0,29.0,6.000000000000001,0.0,1.0,0.0,0.0,198376.02,0.0,1.0,1
1230,601.0,46.0,3.0000000000000004,98202.76,1.0,0.0,0.0,137763.93,0.0,0.0,1
1232,591.0,42.0,10.0,0.0,2.0,0.0,0.0,171099.22,0.0,0.0,1
1233,550.0,40.0,7.0,114354.95,1.0,1.0,0.0,54018.93,0.0,0.0,1
1235,694.0,43.0,0.0,80662.71799192113,1.0,0.0,1.0,154261.78792448112,0.0,0.0,1
1237,641.0,45.0,5.0,137741.0435061735,2.0,0.0,1.0,118562.41457496151,0.0,0.0,1
1238,601.0,59.0,1.0,0.0,1.0,0.0,0.0,130093.14639808079,1.0,0.0,1
1239,548.0,46.0,1.0,0.0,1.0,1.0,1.0,104469.06,0.0,0.0,1
1240,608.0,33.0,6.000000000000001,0.0,1.0,1.0,0.0,133215.68423277486,1.0,0.0,1
1241,672.0,48.0,3.0000000000000004,0.0,1.0,1.0,0.0,183357.1606834104,0.0,0.0,1
1242,570.0,65.0,6.000000000000001,139690.46691479112,1.0,1.0,0.0,194715.2481910991,2.0,0.0,1
1244,711.0,57.0,6.000000000000001,0.0,1.0,1.0,0.0,17945.544400864863,0.0,0.0,1
1247,574.0,51.0,8.0,170688.05882103872,1.0,0.0,0.0,148626.82911307775,0.0,0.0,1
1249,634.0,23.0,3.0000000000000004,122487.92809998775,1.0,1.0,0.0,147167.4292700124,1.0,0.0,1
1250,519.0,36.0,2.0,90387.05471849328,1.0,0.0,1.0,188338.67603230086,2.0,1.0,1
1251,793.0,49.0,5.0,0.0,1.0,0.0,1.0,52803.28203237902,0.0,1.0,1
1252,725.0,41.0,4.0,0.0,1.0,1.0,0.0,28417.978110023934,0.0,0.0,1
1254,529.0,41.0,1.0,102808.96544716957,1.0,1.0,0.0,129433.62344289615,0.0,0.0,1
1256,752.0,46.0,6.000000000000001,106230.021278698,1.0,1.0,0.0,126130.63353915894,1.0,0.0,1
1257,686.0,35.0,4.0,179962.9462458568,1.0,0.0,0.0,61760.314931730034,0.0,0.0,1
1258,651.0,35.0,0.0,181832.04615259,1.0,0.0,1.0,36947.08096347773,0.0,0.0,1
1261,672.0,41.0,5.0,100395.7094343893,1.0,0.0,0.0,139172.9615670171,2.0,0.0,1
1262,691.0,37.0,8.0,144248.38098322583,1.0,1.0,0.0,22523.52590451159,2.0,0.0,1
1263,766.0,44.0,3.0000000000000004,116822.7,1.0,0.0,0.0,197643.24,2.0,1.0,1
1264,648.0,44.0,0.0,0.0,1.0,1.0,0.0,196524.2128283113,0.0,1.0,1
1265,520.0,49.0,3.0000000000000004,0.0,1.0,0.0,0.0,107122.42368871903,1.0,0.0,1
1267,612.0,62.0,8.0,140745.33,1.0,1.0,0.0,193437.89,2.0,0.0,1
1269,520.0,45.0,1.0,123086.39,1.0,1.0,1.0,41042.4,2.0,0.0,1
1271,696.0,51.0,2.0,154989.00024660805,1.0,1.0,0.0,83002.69078013595,1.0,0.0,1
1272,603.0,36.0,4.0,69409.24172225628,1.0,1.0,0.0,8847.202108433388,0.0,0.0,1
1274,604.0,55.0,0.0,73920.1708713928,1.0,0.0,1.0,62190.3709287646,1.0,0.0,1
1275,582.0,51.0,8.0,170204.0429488894,1.0,0.0,0.0,148733.1674640985,0.0,0.0,1
1276,554.0,43.0,5.0,99906.88999999998,1.0,0.0,0.0,24983.39,2.0,1.0,1
1279,648.0,52.0,6.000000000000001,129988.47436293334,1.0,1.0,1.0,190777.9045602582,1.0,1.0,1
1281,691.0,48.0,5.0,104847.70522062098,1.0,1.0,0.0,180706.71722298913,1.0,0.0,1
1285,758.0,34.0,6.000000000000001,120673.7296241275,1.0,1.0,0.0,190847.79363829835,1.0,1.0,1
1286,704.0,32.0,5.0,148044.9729495352,1.0,0.0,0.0,23247.660347214474,0.0,1.0,1
1292,726.0,35.0,6.000000000000001,131737.68013476345,2.0,1.0,0.0,27794.920931501118,0.0,0.0,1
1293,618.0,38.0,3.0000000000000004,110332.44327918919,1.0,0.0,0.0,3927.8951647339895,2.0,0.0,1
1294,726.0,31.0,0.0,0.0,1.0,1.0,0.0,121752.08376149907,1.0,0.0,1
1296,752.0,41.0,3.0000000000000004,149486.0618785621,1.0,0.0,0.0,174128.64439878706,2.0,1.0,1
1297,604.0,33.0,3.0000000000000004,0.0,1.0,1.0,0.0,42171.13,0.0,1.0,1
1300,695.0,45.0,3.0000000000000004,94976.38165158471,1.0,0.0,1.0,152157.2985973331,0.0,0.0,1
1301,803.0,40.0,6.000000000000001,165526.71,1.0,1.0,0.0,12328.08,0.0,0.0,1
1307,697.0,26.0,2.0,71243.46494704772,1.0,0.0,0.0,108628.77790474612,0.0,0.0,1
1313,629.0,40.0,9.0,137409.19,1.0,1.0,0.0,175877.7,0.0,0.0,1
1315,655.0,50.0,8.0,108034.48947599057,1.0,1.0,0.0,126758.7359224653,2.0,1.0,1
1316,381.0,31.0,0.0,127751.28596684996,1.0,1.0,0.0,81490.20056840968,2.0,0.0,1
1320,607.0,38.0,9.0,138175.96658620256,1.0,1.0,0.0,141977.26714735266,0.0,0.0,1
1326,641.0,42.0,7.0,64649.460824498274,1.0,0.0,0.0,134990.83058491015,0.0,0.0,1
1328,578.0,46.0,5.0,113226.46999999999,1.0,1.0,0.0,56770.76,0.0,1.0,1
1329,809.0,40.0,6.000000000000001,97280.4776696574,1.0,0.0,0.0,27238.43704127875,2.0,0.0,1
1331,755.0,41.0,6.000000000000001,104817.41,1.0,1.0,0.0,126013.58,0.0,1.0,1
1333,672.0,38.0,8.0,185319.27947526934,2.0,0.0,0.0,185157.7154782709,1.0,0.0,1
1337,646.0,29.0,3.0000000000000004,134697.75804228667,1.0,1.0,0.0,187776.85348590577,1.0,0.0,1
1342,721.0,45.0,7.0,138523.2,1.0,0.0,0.0,59604.45,2.0,0.0,1
1344,717.0,35.0,1.0,0.0,3.0,0.0,0.0,174770.14,1.0,1.0,1
1347,651.0,45.0,10.0,135923.16,1.0,1.0,0.0,18732.84,1.0,0.0,1
1349,717.0,63.0,3.0000000000000004,0.0,1.0,1.0,0.0,146759.38871940077,0.0,0.0,1
1350,511.0,44.0,0.0,164987.55092001517,2.0,1.0,0.0,50004.18136866353,0.0,0.0,1
1351,637.0,48.0,5.0,123668.38747244958,1.0,0.0,0.0,61097.675665329276,1.0,0.0,1
1353,651.0,49.0,3.0000000000000004,123295.6199519987,1.0,0.0,0.0,14628.004965372902,2.0,0.0,1
1355,702.0,38.0,7.0,0.0,1.0,0.0,0.0,167406.13718172917,1.0,0.0,1
1356,723.0,40.0,8.0,108401.04959299046,1.0,1.0,0.0,41606.49901317517,2.0,0.0,1
1357,617.0,38.0,7.0,0.0,1.0,1.0,1.0,27239.280000000002,1.0,1.0,1
1358,587.0,49.0,7.0,155393.98,2.0,1.0,0.0,13308.2,2.0,0.0,1
1359,560.0,31.0,5.0,125341.69,1.0,1.0,0.0,79547.39,1.0,0.0,1
1365,544.0,30.0,7.0,0.0,1.0,0.0,0.0,142878.33999753417,0.0,0.0,1
1367,597.0,49.0,8.0,77417.57957078684,1.0,1.0,0.0,29115.67172036326,0.0,1.0,1
1368,561.0,43.0,4.0,0.0,3.0,0.0,0.0,18535.682982400136,0.0,1.0,1
1369,631.0,61.0,4.0,114666.5900337513,1.0,0.0,0.0,73696.57128990679,1.0,1.0,1
1370,673.0,41.0,9.0,98612.1,1.0,1.0,0.0,151349.35,2.0,0.0,1
1371,706.0,44.0,7.0,124050.2980735306,1.0,0.0,0.0,131690.16401949894,0.0,0.0,1
1375,642.0,48.0,6.000000000000001,0.0,1.0,0.0,1.0,106985.19636781825,0.0,1.0,1
1377,721.0,40.0,0.0,81359.05603201335,1.0,0.0,1.0,154475.61626530072,0.0,0.0,1
1378,740.0,51.0,4.0,0.0,2.0,1.0,1.0,178929.84,0.0,0.0,1
1379,561.0,57.0,5.0,0.0,1.0,1.0,0.0,136087.37623314656,1.0,0.0,1
1383,671.0,46.0,5.0,0.0,1.0,0.0,0.0,166833.5006926533,0.0,0.0,1
1385,599.0,53.0,4.0,0.0,1.0,1.0,0.0,197800.3190138499,0.0,1.0,1
1388,603.0,43.0,7.0,157047.3207762684,2.0,1.0,0.0,13105.525737799715,1.0,0.0,1
1389,619.0,48.0,5.0,0.0,1.0,1.0,0.0,184733.56907544238,0.0,0.0,1
1390,644.0,47.0,9.0,137774.11,2.0,1.0,0.0,151902.78,2.0,1.0,1
1392,639.0,44.0,5.0,0.0,1.0,1.0,0.0,142517.69413583082,0.0,1.0,1
1393,503.0,47.0,1.0,92365.7634088076,2.0,1.0,0.0,133310.4306435398,0.0,0.0,1
1395,752.0,47.0,2.0,0.0,1.0,1.0,0.0,52907.14985847988,0.0,0.0,1
1396,614.0,44.0,1.0,0.0,1.0,0.0,0.0,126037.24444886221,0.0,0.0,1
1397,643.0,62.0,9.0,0.0,2.0,0.0,0.0,155870.82,0.0,1.0,1
1401,674.0,43.0,7.0,136608.8317295869,1.0,0.0,0.0,142927.8807825567,1.0,0.0,1
1402,664.0,43.0,4.0,171440.67051063487,1.0,0.0,0.0,186551.50270374768,0.0,0.0,1
1403,598.0,50.0,5.0,88379.81,3.0,0.0,1.0,64157.24,2.0,0.0,1
1404,572.0,42.0,1.0,140906.2965630427,1.0,1.0,0.0,25976.357792022845,0.0,1.0,1
1408,584.0,47.0,4.0,120786.08358229647,1.0,0.0,0.0,181397.13408063157,0.0,0.0,1
1413,785.0,36.0,4.0,135438.4,1.0,0.0,0.0,190627.01,0.0,0.0,1
1414,547.0,44.0,5.0,0.0,3.0,0.0,0.0,5459.07,1.0,0.0,1
1416,565.0,44.0,7.0,140078.34891826977,2.0,1.0,1.0,172592.53327258516,0.0,0.0,1
1417,640.0,57.0,3.0000000000000004,0.0,1.0,0.0,1.0,194790.00116554587,0.0,0.0,1
1419,698.0,25.0,5.0,188657.40075080638,1.0,0.0,0.0,49619.1029879511,0.0,0.0,1
1420,702.0,44.0,5.0,135114.0502544874,2.0,0.0,0.0,3692.2318280985455,0.0,0.0,1
1421,740.0,35.0,5.0,163626.85229374675,1.0,1.0,0.0,13504.005915001877,0.0,0.0,1
1422,544.0,46.0,3.0000000000000004,134238.24927083158,1.0,0.0,0.0,49534.002955571435,1.0,0.0,1
1423,616.0,38.0,5.0,0.0,1.0,0.0,0.0,148015.29057359832,0.0,0.0,1
1425,500.0,50.0,5.0,0.0,4.0,1.0,1.0,83866.35,1.0,0.0,1
1427,573.0,42.0,8.0,176392.76538131328,1.0,1.0,0.0,66041.92009404225,0.0,1.0,1
1428,673.0,46.0,2.0,0.0,1.0,0.0,0.0,32407.6175749407,0.0,0.0,1
1429,722.0,46.0,6.000000000000001,136475.52205517172,2.0,0.0,0.0,152459.9103162208,1.0,1.0,1
1431,697.0,32.0,7.0,175464.85,3.0,1.0,0.0,116442.42000000001,0.0,1.0,1
1433,488.0,47.0,6.000000000000001,121949.69051863324,1.0,0.0,0.0,181557.1635787895,0.0,0.0,1
1434,710.0,40.0,3.0000000000000004,50787.35419181404,1.0,0.0,1.0,149077.05328012098,0.0,0.0,1
1437,485.0,54.0,7.0,149340.0224633441,2.0,0.0,0.0,137594.94871169518,1.0,0.0,1
1440,698.0,35.0,4.0,94477.98961459604,1.0,1.0,0.0,6670.0924104395135,1.0,0.0,1
1441,649.0,41.0,1.0,116426.34012947482,1.0,1.0,0.0,44824.51008409091,2.0,0.0,1
1442,699.0,50.0,1.0,162563.0048533159,3.0,0.0,0.0,27869.755702466435,2.0,0.0,1
1446,583.0,40.0,4.0,150369.22333120502,1.0,1.0,0.0,175343.98485211495,1.0,1.0,1
1447,568.0,34.0,2.0,155984.76695077267,1.0,0.0,0.0,2561.8156035237316,1.0,0.0,1
1448,722.0,37.0,0.0,125977.81,1.0,0.0,0.0,160162.42,2.0,0.0,1
1450,682.0,54.0,8.0,0.0,1.0,1.0,0.0,153320.59816137978,0.0,1.0,1
1453,771.0,45.0,0.0,139825.56,1.0,0.0,0.0,170984.97,1.0,1.0,1
1454,704.0,40.0,6.000000000000001,95452.89,1.0,0.0,1.0,179964.55,0.0,0.0,1
1459,560.0,47.0,6.000000000000001,113102.82774182144,1.0,1.0,0.0,71824.89883396032,0.0,0.0,1
1460,723.0,49.0,4.0,0.0,2.0,0.0,1.0,89972.25,0.0,0.0,1
1462,558.0,39.0,10.0,144757.02,1.0,1.0,0.0,22878.16,2.0,1.0,1
1463,498.0,61.0,7.0,102453.26000000001,1.0,1.0,0.0,187247.56,2.0,1.0,1
1464,850.0,35.0,2.0,128548.49,4.0,1.0,0.0,75478.95,0.0,0.0,1
1466,660.0,33.0,0.0,72783.42,1.0,0.0,0.0,181051.99,0.0,1.0,1
1468,690.0,54.0,1.0,144027.8,1.0,1.0,1.0,108731.02000000002,2.0,0.0,1
1469,447.0,46.0,3.0000000000000004,154143.4110295029,1.0,1.0,0.0,191651.81389993665,1.0,0.0,1
1470,618.0,40.0,0.0,0.0,1.0,1.0,0.0,119059.13000000002,0.0,0.0,1
1471,701.0,40.0,0.0,120945.25139715002,1.0,0.0,0.0,27035.489989577625,2.0,1.0,1
1472,638.0,53.0,1.0,123916.67,1.0,1.0,0.0,16657.68,2.0,0.0,1
1476,766.0,38.0,7.0,130933.74,1.0,0.0,1.0,2035.94,2.0,0.0,1
1480,593.0,50.0,6.000000000000001,171740.69,1.0,0.0,0.0,20893.61,0.0,1.0,1
1483,657.0,42.0,5.0,0.0,1.0,1.0,0.0,194402.49631475215,0.0,0.0,1
1485,750.0,40.0,7.0,0.0,1.0,0.0,1.0,52604.36173292026,0.0,1.0,1
1486,618.0,37.0,5.0,96652.86,1.0,1.0,0.0,98686.4,0.0,0.0,1
1487,525.0,46.0,5.0,62016.00870348326,1.0,0.0,0.0,171124.71656445327,0.0,0.0,1
1489,481.0,49.0,9.0,114333.75776087402,2.0,1.0,0.0,177642.48154511602,2.0,0.0,1
1490,591.0,31.0,8.0,111985.23636986976,1.0,1.0,0.0,177861.7894578261,2.0,0.0,1
1492,574.0,46.0,3.0000000000000004,0.0,1.0,0.0,0.0,110903.84282255697,0.0,0.0,1
1498,731.0,36.0,6.000000000000001,0.0,1.0,0.0,0.0,152128.36,0.0,0.0,1
1500,629.0,45.0,7.0,129818.39,3.0,1.0,0.0,9217.55,2.0,0.0,1
1501,584.0,55.0,5.0,132579.95853610762,1.0,0.0,0.0,169604.28063643855,2.0,0.0,1
1503,753.0,46.0,8.0,0.0,3.0,1.0,0.0,90747.94,0.0,1.0,1
1505,692.0,59.0,4.0,153221.32885561866,3.0,0.0,0.0,147532.39233368574,2.0,0.0,1
1507,720.0,43.0,6.000000000000001,137824.03,2.0,1.0,0.0,172557.77,0.0,0.0,1
1509,683.0,50.0,1.0,164097.90496348945,2.0,0.0,0.0,24986.62084159127,0.0,0.0,1
1514,633.0,47.0,8.0,107731.75523817963,1.0,1.0,0.0,139935.0450619023,2.0,0.0,1
1517,724.0,39.0,2.0,0.0,2.0,1.0,0.0,164211.47957257935,0.0,0.0,1
1518,681.0,43.0,1.0,117019.82934175337,3.0,1.0,0.0,35350.859037110284,2.0,0.0,1
1520,612.0,36.0,5.0,119799.27,2.0,1.0,0.0,159416.58,1.0,0.0,1
1526,689.0,47.0,1.0,93871.95,3.0,1.0,0.0,156878.42,0.0,1.0,1
1527,682.0,55.0,9.0,0.0,1.0,1.0,0.0,153356.8,0.0,1.0,1
1528,563.0,43.0,4.0,0.0,3.0,0.0,0.0,18514.848299176043,0.0,0.0,1
1529,666.0,42.0,3.0000000000000004,141342.65811823733,1.0,0.0,0.0,32755.068038606223,2.0,1.0,1
1531,734.0,51.0,8.0,114104.8708270821,1.0,1.0,0.0,139796.28421829385,2.0,0.0,1
1532,484.0,60.0,3.0000000000000004,59768.73948552296,1.0,1.0,0.0,79921.63030849794,0.0,0.0,1
1533,570.0,42.0,2.0,118249.37585122582,1.0,0.0,0.0,163010.51709883104,1.0,1.0,1
1534,812.0,32.0,4.0,0.0,1.0,1.0,0.0,44326.34374131051,1.0,0.0,1
1537,606.0,54.0,3.0000000000000004,46336.1471579122,1.0,0.0,0.0,62393.35416756735,0.0,0.0,1
1539,563.0,32.0,0.0,148326.09,1.0,1.0,0.0,191604.27,0.0,0.0,1
1541,621.0,42.0,3.0000000000000004,89010.71259641145,1.0,1.0,0.0,171130.63449599524,0.0,0.0,1
1543,734.0,52.0,8.0,0.0,1.0,1.0,0.0,83510.53281263933,0.0,1.0,1
1544,799.0,45.0,6.000000000000001,0.0,1.0,0.0,0.0,65407.75697497973,0.0,1.0,1
1546,659.0,52.0,4.0,60378.31301352087,1.0,1.0,0.0,164763.9994042737,0.0,0.0,1
1551,650.0,50.0,7.0,129667.77,1.0,0.0,0.0,42028.16,1.0,0.0,1
1552,471.0,58.0,4.0,114713.56999999999,1.0,1.0,1.0,36315.03,0.0,0.0,1
1554,528.0,32.0,4.0,85615.66,2.0,1.0,0.0,156192.43,0.0,0.0,1
1555,450.0,48.0,3.0000000000000004,117318.5278204259,1.0,1.0,0.0,42683.2998340004,2.0,0.0,1
1556,815.0,45.0,6.000000000000001,0.0,1.0,0.0,0.0,52885.416766770846,0.0,1.0,1
1557,704.0,44.0,9.0,153656.85,1.0,1.0,0.0,158742.81,1.0,0.0,1
1559,800.0,54.0,6.000000000000001,112967.9187044924,1.0,1.0,0.0,33906.33844684102,1.0,1.0,1
1561,704.0,50.0,4.0,165438.26,1.0,1.0,0.0,120770.75,0.0,1.0,1
1562,595.0,57.0,7.0,141351.11123622817,1.0,1.0,0.0,193119.84020105857,2.0,0.0,1
1564,712.0,50.0,5.0,0.0,1.0,1.0,0.0,136602.38933896966,0.0,0.0,1
1565,619.0,52.0,8.0,124099.13,1.0,0.0,0.0,23904.52,2.0,0.0,1
1566,585.0,50.0,2.0,125845.66,1.0,1.0,0.0,9439.31,2.0,1.0,1
1567,558.0,45.0,1.0,153697.53,2.0,0.0,0.0,89891.4,0.0,0.0,1
1568,720.0,35.0,3.0000000000000004,0.0,1.0,1.0,1.0,144164.7783518666,0.0,0.0,1
1569,599.0,46.0,9.0,123444.72000000002,1.0,1.0,1.0,31368.08,2.0,1.0,1
1571,450.0,44.0,3.0000000000000004,104214.20435351545,1.0,0.0,1.0,183965.87878499832,2.0,0.0,1
1572,562.0,37.0,2.0,0.0,1.0,0.0,1.0,52525.15,0.0,1.0,1
1573,661.0,44.0,1.0,141136.62,1.0,1.0,0.0,189742.78,2.0,1.0,1
1575,612.0,46.0,2.0,108628.43768122388,1.0,1.0,1.0,104021.20681975181,2.0,0.0,1
1577,487.0,61.0,5.0,110368.03,1.0,0.0,0.0,11384.45,2.0,0.0,1
1579,729.0,45.0,7.0,91091.06,2.0,1.0,0.0,71133.12,1.0,0.0,1
1582,730.0,56.0,3.0000000000000004,0.0,1.0,0.0,0.0,62329.13310276156,0.0,0.0,1
1584,580.0,55.0,1.0,0.0,1.0,0.0,0.0,131175.67173392072,0.0,0.0,1
1586,663.0,39.0,6.000000000000001,114856.70420178218,2.0,1.0,0.0,128925.6345033276,2.0,1.0,1
1587,660.0,50.0,4.0,91413.85288481906,1.0,0.0,0.0,12560.496394904734,2.0,0.0,1
1588,636.0,36.0,6.000000000000001,96643.32,1.0,0.0,0.0,182059.28,2.0,1.0,1
1589,641.0,48.0,3.0000000000000004,147341.43,1.0,1.0,1.0,157458.61,0.0,0.0,1
1591,736.0,50.0,4.0,94110.50320164463,1.0,0.0,0.0,122275.90637752404,1.0,1.0,1
1595,733.0,40.0,6.000000000000001,137517.69654342334,2.0,1.0,0.0,26794.841496881163,0.0,1.0,1
1597,480.0,39.0,6.000000000000001,0.0,1.0,1.0,0.0,170396.6415914467,0.0,0.0,1
1599,578.0,61.0,3.0000000000000004,148640.7608395613,1.0,1.0,0.0,69565.66177637817,1.0,1.0,1
1600,709.0,32.0,2.0,0.0,2.0,0.0,0.0,109681.29,0.0,0.0,1
1607,485.0,48.0,9.0,114292.28890085613,2.0,1.0,0.0,177609.89389740946,2.0,0.0,1
1609,737.0,39.0,7.0,130051.65999999999,2.0,0.0,0.0,55356.39,1.0,0.0,1
1612,732.0,36.0,9.0,0.0,1.0,0.0,0.0,3749.0,0.0,0.0,1
1613,718.0,49.0,10.0,82321.88,1.0,0.0,1.0,11144.4,1.0,0.0,1
1616,719.0,39.0,3.0000000000000004,81965.89683921196,1.0,0.0,0.0,163986.56679121335,0.0,0.0,1
1617,648.0,37.0,4.0,108681.49505986492,1.0,1.0,0.0,79537.07602110074,2.0,0.0,1
1619,678.0,43.0,3.0000000000000004,168003.68488004527,1.0,0.0,0.0,175064.54177304695,2.0,0.0,1
1620,609.0,39.0,8.0,141675.23,1.0,0.0,1.0,175664.25,0.0,0.0,1
1621,602.0,22.0,8.0,82788.09085006485,1.0,1.0,0.0,142984.52174526054,1.0,0.0,1
1622,680.0,34.0,6.000000000000001,146422.22,1.0,1.0,0.0,67142.97,2.0,1.0,1
1624,618.0,49.0,4.0,0.0,2.0,1.0,0.0,93530.44123101664,0.0,0.0,1
1626,679.0,41.0,5.0,85182.93923656688,1.0,0.0,0.0,28298.245786603708,0.0,0.0,1
1627,631.0,42.0,7.0,0.0,1.0,1.0,0.0,12240.288736462458,1.0,1.0,1
1628,642.0,56.0,6.000000000000001,103244.86,2.0,1.0,0.0,143049.72,2.0,0.0,1
1633,717.0,36.0,2.0,99472.76,2.0,1.0,0.0,94274.72,0.0,0.0,1
1634,677.0,37.0,5.0,74224.97545514036,1.0,1.0,0.0,8700.796444377287,1.0,1.0,1
1635,350.0,54.0,1.0,152677.48,1.0,1.0,1.0,191973.49,1.0,1.0,1
1636,550.0,44.0,2.0,66635.29129581068,1.0,0.0,0.0,189535.0255499646,1.0,0.0,1
1638,665.0,43.0,6.000000000000001,169879.62519296515,1.0,0.0,0.0,152111.18445477978,0.0,0.0,1
1641,584.0,41.0,3.0000000000000004,88594.93,1.0,1.0,0.0,178997.89,2.0,0.0,1
1643,743.0,45.0,7.0,157332.26,1.0,1.0,0.0,125424.42,1.0,1.0,1
1644,774.0,43.0,1.0,110646.54,1.0,0.0,0.0,108804.27999999998,1.0,0.0,1
1649,615.0,62.0,1.0,0.0,1.0,0.0,0.0,195501.91783503222,0.0,1.0,1
1651,530.0,37.0,1.0,114184.12558094056,1.0,0.0,0.0,60848.94673970693,2.0,1.0,1
1652,644.0,36.0,3.0000000000000004,0.0,1.0,0.0,0.0,41478.56031041151,0.0,0.0,1
1653,674.0,36.0,6.000000000000001,100762.64000000001,1.0,1.0,0.0,182156.86,2.0,0.0,1
1654,519.0,38.0,1.0,114141.64000000001,1.0,1.0,1.0,60988.20999999999,2.0,1.0,1
1655,742.0,43.0,5.0,178131.64011608786,1.0,0.0,0.0,53597.654385231814,0.0,1.0,1
1656,670.0,41.0,10.0,0.0,3.0,1.0,0.0,81602.02,0.0,0.0,1
1657,639.0,40.0,5.0,0.0,1.0,1.0,1.0,12962.545903957782,0.0,0.0,1
1658,644.0,53.0,1.0,81758.36879487308,1.0,0.0,0.0,65235.02429442799,0.0,0.0,1
1659,745.0,48.0,10.0,96048.55,1.0,1.0,0.0,74510.65,2.0,1.0,1
1663,627.0,32.0,1.0,0.0,1.0,1.0,0.0,106851.7,0.0,0.0,1
1664,526.0,35.0,9.0,118536.4,1.0,1.0,0.0,40980.87,2.0,0.0,1
